department,job_role,salary,overtime,overtime_hours,hours_worked,projects_handled,performance_rating,productivity_score,years_at_company,attrition,hourly_rate,overtime_cost,efficiency_score,high_risk
Research & Development,Research Scientist,2061.0,No,5.0,45.0,7,4.0,0.8,1,No,12.88125,64.40625,0.13333333333333333,0
Sales,Sales Executive,9924.0,No,5.0,45.0,7,3.0,0.6,9,No,62.025,310.125,0.09999999999999999,0
Sales,Sales Executive,4198.0,No,5.0,45.0,5,3.0,0.6,3,No,26.2375,131.1875,0.09999999999999999,0
Sales,Sales Executive,6815.0,No,5.0,45.0,5,3.0,0.6,1,No,42.59375,212.96875,0.09999999999999999,0
Research & Development,Laboratory Technician,4723.0,Yes,15.0,55.0,4,3.0,0.6,10,No,29.51875,442.78125,0.0375,1
Research & Development,Healthcare Representative,6142.0,Yes,15.0,55.0,6,3.0,0.6,5,No,38.3875,575.8125,0.0375,1
Sales,Sales Executive,8237.0,No,5.0,45.0,6,3.0,0.6,7,No,51.48125,257.40625,0.09999999999999999,0
Research & Development,Healthcare Representative,8853.0,No,5.0,45.0,7,3.0,0.6,6,No,55.33125,276.65625,0.09999999999999999,0
Sales,Manager,19331.0,Yes,15.0,55.0,8,3.0,0.6,1,No,120.81875,1812.28125,0.0375,1
Research & Development,Research Scientist,2073.0,No,5.0,45.0,6,3.0,0.6,2,No,12.95625,64.78125,0.09999999999999999,0
Research & Development,Laboratory Technician,5562.0,Yes,15.0,55.0,7,3.0,0.6,3,No,34.7625,521.4375,0.0375,1
Research & Development,Manager,19613.0,No,5.0,45.0,4,4.0,0.8,1,No,122.58125,612.90625,0.13333333333333333,0
Research & Development,Laboratory Technician,3407.0,No,5.0,45.0,3,3.0,0.6,10,No,21.29375,106.46875,0.09999999999999999,0
Research & Development,Healthcare Representative,5063.0,No,5.0,45.0,7,3.0,0.6,8,No,31.64375,158.21875,0.09999999999999999,0
Sales,Sales Executive,4639.0,No,5.0,45.0,8,3.0,0.6,5,No,28.99375,144.96875,0.09999999999999999,0
Research & Development,Laboratory Technician,4876.0,No,5.0,45.0,6,3.0,0.6,6,No,30.475,152.375,0.09999999999999999,0
Research & Development,Laboratory Technician,2690.0,No,5.0,45.0,8,3.0,0.6,1,No,16.8125,84.0625,0.09999999999999999,0
Sales,Manager,17567.0,No,5.0,45.0,7,3.0,0.6,26,No,109.79375,548.96875,0.09999999999999999,0
Research & Development,Laboratory Technician,2408.0,Yes,15.0,55.0,3,3.0,0.6,1,Yes,15.05,225.75,0.0375,1
Research & Development,Research Scientist,2814.0,Yes,15.0,55.0,8,3.0,0.6,4,No,17.5875,263.8125,0.0375,1
Research & Development,Healthcare Representative,11245.0,Yes,15.0,55.0,4,3.0,0.6,30,No,70.28125,1054.21875,0.0375,1
Research & Development,Research Scientist,3312.0,No,5.0,45.0,4,3.0,0.6,3,No,20.7,103.5,0.09999999999999999,0
Research & Development,Research Director,19049.0,Yes,15.0,55.0,8,3.0,0.6,22,No,119.05625,1785.84375,0.0375,1
Research & Development,Research Scientist,2141.0,No,5.0,45.0,5,3.0,0.6,6,No,13.38125,66.90625,0.09999999999999999,0
Research & Development,Laboratory Technician,5769.0,Yes,15.0,55.0,6,3.0,0.6,10,No,36.05625,540.84375,0.0375,1
Sales,Sales Executive,4385.0,No,5.0,45.0,7,3.0,0.6,10,No,27.40625,137.03125,0.09999999999999999,0
Sales,Sales Executive,5332.0,No,5.0,45.0,6,3.0,0.6,5,No,33.325,166.625,0.09999999999999999,0
Research & Development,Manufacturing Director,4663.0,Yes,15.0,55.0,5,3.0,0.6,3,No,29.14375,437.15625,0.0375,1
Research & Development,Manufacturing Director,4724.0,No,5.0,45.0,6,3.0,0.6,9,No,29.525,147.625,0.09999999999999999,0
Research & Development,Laboratory Technician,3211.0,No,5.0,45.0,8,3.0,0.6,9,No,20.06875,100.34375,0.09999999999999999,0
Research & Development,Manufacturing Director,5377.0,No,5.0,45.0,4,3.0,0.6,7,No,33.60625,168.03125,0.09999999999999999,0
Research & Development,Laboratory Technician,4066.0,No,5.0,45.0,3,3.0,0.6,7,No,25.4125,127.0625,0.09999999999999999,0
Research & Development,Research Scientist,5208.0,No,5.0,45.0,5,3.0,0.6,16,No,32.55,162.75,0.09999999999999999,0
Research & Development,Manufacturing Director,4877.0,No,5.0,45.0,3,4.0,0.8,5,No,30.48125,152.40625,0.13333333333333333,0
Research & Development,Research Scientist,3117.0,No,5.0,45.0,8,3.0,0.6,2,No,19.48125,97.40625,0.09999999999999999,0
Sales,Sales Representative,1569.0,Yes,15.0,55.0,4,3.0,0.6,0,Yes,9.80625,147.09375,0.0375,1
Human Resources,Manager,19658.0,No,5.0,45.0,4,3.0,0.6,5,No,122.8625,614.3125,0.09999999999999999,0
Research & Development,Laboratory Technician,3069.0,No,5.0,45.0,3,3.0,0.6,10,No,19.18125,95.90625,0.09999999999999999,0
Research & Development,Manufacturing Director,10435.0,No,5.0,45.0,7,3.0,0.6,18,No,65.21875,326.09375,0.09999999999999999,0
Research & Development,Healthcare Representative,4148.0,No,5.0,45.0,5,3.0,0.6,14,No,25.925,129.625,0.09999999999999999,0
Research & Development,Manufacturing Director,5768.0,No,5.0,45.0,8,3.0,0.6,4,No,36.05,180.25,0.09999999999999999,0
Research & Development,Manufacturing Director,5042.0,No,5.0,45.0,5,3.0,0.6,9,No,31.5125,157.5625,0.09999999999999999,0
Research & Development,Manufacturing Director,5770.0,No,5.0,45.0,6,3.0,0.6,10,No,36.0625,180.3125,0.09999999999999999,0
Research & Development,Manufacturing Director,7756.0,Yes,15.0,55.0,4,3.0,0.6,5,No,48.475,727.125,0.0375,1
Sales,Sales Executive,10306.0,No,5.0,45.0,4,3.0,0.6,13,Yes,64.4125,322.0625,0.09999999999999999,0
Research & Development,Research Scientist,3936.0,No,5.0,45.0,5,3.0,0.6,8,No,24.6,123.0,0.09999999999999999,0
Research & Development,Manufacturing Director,7945.0,Yes,15.0,55.0,3,3.0,0.6,4,No,49.65625,744.84375,0.0375,1
Human Resources,Human Resources,5743.0,Yes,15.0,55.0,8,3.0,0.6,10,No,35.89375,538.40625,0.0375,1
Research & Development,Manager,15202.0,No,5.0,45.0,7,4.0,0.8,2,No,95.0125,475.0625,0.13333333333333333,0
Sales,Sales Executive,5440.0,Yes,15.0,55.0,8,3.0,0.6,2,Yes,34.0,510.0,0.0375,1
Research & Development,Research Scientist,3760.0,Yes,15.0,55.0,6,3.0,0.6,6,No,23.5,352.5,0.0375,1
Research & Development,Research Scientist,3517.0,No,5.0,45.0,4,3.0,0.6,3,No,21.98125,109.90625,0.09999999999999999,0
Research & Development,Research Scientist,2580.0,No,5.0,45.0,8,3.0,0.6,4,No,16.125,80.625,0.09999999999999999,0
Research & Development,Laboratory Technician,2166.0,Yes,15.0,55.0,8,3.0,0.6,4,Yes,13.5375,203.0625,0.0375,1
Sales,Sales Executive,5869.0,No,5.0,45.0,6,3.0,0.6,5,No,36.68125,183.40625,0.09999999999999999,0
Research & Development,Healthcare Representative,8008.0,No,5.0,45.0,5,3.0,0.6,3,No,50.05,250.25,0.09999999999999999,0
Research & Development,Manufacturing Director,5206.0,No,5.0,45.0,4,3.0,0.6,7,No,32.5375,162.6875,0.09999999999999999,0
Research & Development,Manufacturing Director,5295.0,No,5.0,45.0,6,4.0,0.8,5,No,33.09375,165.46875,0.13333333333333333,0
Research & Development,Research Director,16413.0,No,5.0,45.0,5,3.0,0.6,4,No,102.58125,512.90625,0.09999999999999999,0
Research & Development,Research Director,13269.0,No,5.0,45.0,6,3.0,0.6,14,No,82.93125,414.65625,0.09999999999999999,0
Sales,Sales Representative,2783.0,No,5.0,45.0,4,3.0,0.6,2,No,17.39375,86.96875,0.09999999999999999,0
Research & Development,Research Scientist,5433.0,No,5.0,45.0,5,3.0,0.6,11,No,33.95625,169.78125,0.09999999999999999,0
Research & Development,Laboratory Technician,2013.0,No,5.0,45.0,6,3.0,0.6,4,No,12.58125,62.90625,0.09999999999999999,0
Research & Development,Healthcare Representative,13966.0,Yes,15.0,55.0,6,3.0,0.6,15,No,87.2875,1309.3125,0.0375,1
Research & Development,Manufacturing Director,4374.0,No,5.0,45.0,4,3.0,0.6,3,No,27.3375,136.6875,0.09999999999999999,0
Research & Development,Healthcare Representative,6842.0,No,5.0,45.0,6,4.0,0.8,5,No,42.7625,213.8125,0.13333333333333333,0
Research & Development,Manager,17426.0,No,5.0,45.0,7,4.0,0.8,10,No,108.9125,544.5625,0.13333333333333333,0
Research & Development,Research Director,17603.0,No,5.0,45.0,4,4.0,0.8,14,No,110.01875,550.09375,0.13333333333333333,0
Sales,Sales Executive,4581.0,Yes,15.0,55.0,6,4.0,0.8,11,Yes,28.63125,429.46875,0.05,0
Research & Development,Research Scientist,4735.0,No,5.0,45.0,5,3.0,0.6,13,No,29.59375,147.96875,0.09999999999999999,0
Sales,Sales Executive,4187.0,Yes,15.0,55.0,5,3.0,0.6,10,No,26.16875,392.53125,0.0375,1
Sales,Sales Executive,5505.0,No,5.0,45.0,7,3.0,0.6,6,No,34.40625,172.03125,0.09999999999999999,0
Research & Development,Research Scientist,5470.0,No,5.0,45.0,4,3.0,0.6,9,No,34.1875,170.9375,0.09999999999999999,0
Sales,Sales Executive,5476.0,No,5.0,45.0,4,3.0,0.6,10,No,34.225,171.125,0.09999999999999999,0
Research & Development,Laboratory Technician,2587.0,Yes,15.0,55.0,3,3.0,0.6,2,No,16.16875,242.53125,0.0375,1
Research & Development,Laboratory Technician,2440.0,No,5.0,45.0,4,4.0,0.8,4,No,15.25,76.25,0.13333333333333333,0
Sales,Manager,15972.0,No,5.0,45.0,5,3.0,0.6,3,No,99.825,499.125,0.09999999999999999,0
Research & Development,Manager,15379.0,No,5.0,45.0,6,3.0,0.6,8,No,96.11875,480.59375,0.09999999999999999,0
Sales,Sales Executive,7082.0,Yes,15.0,55.0,3,3.0,0.6,2,No,44.2625,663.9375,0.0375,1
Sales,Sales Representative,2728.0,No,5.0,45.0,6,3.0,0.6,2,No,17.05,85.25,0.09999999999999999,0
Sales,Sales Executive,5368.0,Yes,15.0,55.0,7,4.0,0.8,6,No,33.55,503.24999999999994,0.05,0
Research & Development,Healthcare Representative,5347.0,No,5.0,45.0,8,3.0,0.6,3,No,33.41875,167.09375,0.09999999999999999,0
Human Resources,Human Resources,3195.0,Yes,15.0,55.0,3,3.0,0.6,2,No,19.96875,299.53125,0.0375,1
Research & Development,Laboratory Technician,3989.0,Yes,15.0,55.0,7,3.0,0.6,5,Yes,24.93125,373.96875,0.0375,1
Research & Development,Laboratory Technician,3306.0,No,5.0,45.0,7,3.0,0.6,0,No,20.6625,103.3125,0.09999999999999999,0
Research & Development,Healthcare Representative,7005.0,No,5.0,45.0,5,3.0,0.6,4,No,43.78125,218.90625,0.09999999999999999,0
Sales,Sales Representative,2655.0,Yes,15.0,55.0,8,3.0,0.6,9,Yes,16.59375,248.90625,0.0375,1
Research & Development,Laboratory Technician,1393.0,No,5.0,45.0,7,3.0,0.6,1,Yes,8.70625,43.53125,0.09999999999999999,0
Research & Development,Laboratory Technician,2570.0,No,5.0,45.0,3,4.0,0.8,7,No,16.0625,80.3125,0.13333333333333333,0
Research & Development,Research Scientist,3537.0,No,5.0,45.0,3,3.0,0.6,4,No,22.10625,110.53125,0.09999999999999999,0
Research & Development,Laboratory Technician,3986.0,No,5.0,45.0,6,3.0,0.6,15,No,24.9125,124.5625,0.09999999999999999,0
Research & Development,Healthcare Representative,10883.0,No,5.0,45.0,6,4.0,0.8,1,No,68.01875,340.09375,0.13333333333333333,0
Research & Development,Laboratory Technician,2028.0,No,5.0,45.0,5,3.0,0.6,14,No,12.675,63.375,0.09999999999999999,0
Sales,Sales Executive,9525.0,No,5.0,45.0,6,3.0,0.6,6,No,59.53125,297.65625,0.09999999999999999,0
Research & Development,Research Scientist,2929.0,No,5.0,45.0,3,3.0,0.6,10,No,18.30625,91.53125,0.09999999999999999,0
Sales,Sales Representative,2275.0,Yes,15.0,55.0,7,4.0,0.8,3,Yes,14.21875,213.28125,0.05,0
Research & Development,Healthcare Representative,7879.0,Yes,15.0,55.0,4,3.0,0.6,8,No,49.24375,738.65625,0.0375,1
Research & Development,Research Scientist,4930.0,Yes,15.0,55.0,4,3.0,0.6,5,No,30.8125,462.1875,0.0375,1
Sales,Sales Executive,7847.0,Yes,15.0,55.0,3,3.0,0.6,10,No,49.04375,735.65625,0.0375,1
Research & Development,Research Scientist,4401.0,No,5.0,45.0,8,3.0,0.6,5,No,27.50625,137.53125,0.09999999999999999,0
Sales,Sales Executive,9241.0,No,5.0,45.0,5,3.0,0.6,10,No,57.75625,288.78125,0.09999999999999999,0
Research & Development,Laboratory Technician,2974.0,No,5.0,45.0,6,3.0,0.6,5,No,18.5875,92.9375,0.09999999999999999,0
Sales,Sales Representative,4502.0,No,5.0,45.0,5,3.0,0.6,13,No,28.1375,140.6875,0.09999999999999999,0
Research & Development,Healthcare Representative,10748.0,No,5.0,45.0,4,4.0,0.8,23,No,67.175,335.875,0.13333333333333333,0
Human Resources,Human Resources,1555.0,No,5.0,45.0,3,3.0,0.6,1,Yes,9.71875,48.59375,0.09999999999999999,0
Sales,Sales Executive,12936.0,No,5.0,45.0,8,3.0,0.6,23,Yes,80.85,404.25,0.09999999999999999,0
Research & Development,Laboratory Technician,2305.0,No,5.0,45.0,5,3.0,0.6,3,No,14.40625,72.03125,0.09999999999999999,0
Research & Development,Research Director,16704.0,No,5.0,45.0,4,3.0,0.6,21,No,104.4,522.0,0.09999999999999999,0
Research & Development,Research Scientist,3433.0,No,5.0,45.0,7,3.0,0.6,5,No,21.45625,107.28125,0.09999999999999999,0
Research & Development,Laboratory Technician,3477.0,No,5.0,45.0,6,3.0,0.6,5,No,21.73125,108.65625,0.09999999999999999,0
Human Resources,Human Resources,6430.0,No,5.0,45.0,5,3.0,0.6,3,No,40.1875,200.9375,0.09999999999999999,0
Research & Development,Manufacturing Director,6516.0,Yes,15.0,55.0,3,3.0,0.6,1,No,40.725,610.875,0.0375,1
Research & Development,Laboratory Technician,3907.0,No,5.0,45.0,3,3.0,0.6,6,No,24.41875,122.09375,0.09999999999999999,0
Research & Development,Healthcare Representative,5562.0,No,5.0,45.0,4,3.0,0.6,10,No,34.7625,173.8125,0.09999999999999999,0
Research & Development,Manufacturing Director,6883.0,No,5.0,45.0,3,3.0,0.6,7,No,43.01875,215.09375,0.09999999999999999,0
Research & Development,Research Scientist,2862.0,No,5.0,45.0,5,3.0,0.6,10,No,17.8875,89.4375,0.09999999999999999,0
Sales,Sales Executive,4978.0,No,5.0,45.0,7,3.0,0.6,1,No,31.1125,155.5625,0.09999999999999999,0
Sales,Sales Executive,10368.0,Yes,15.0,55.0,7,3.0,0.6,10,No,64.8,972.0,0.0375,1
Sales,Sales Executive,6134.0,Yes,15.0,55.0,8,3.0,0.6,2,Yes,38.3375,575.0625,0.0375,1
Sales,Sales Executive,6735.0,No,5.0,45.0,7,3.0,0.6,0,Yes,42.09375,210.46875,0.09999999999999999,0
Research & Development,Laboratory Technician,3295.0,No,5.0,45.0,3,3.0,0.6,3,No,20.59375,102.96875,0.09999999999999999,0
Research & Development,Manufacturing Director,5238.0,No,5.0,45.0,3,4.0,0.8,5,No,32.7375,163.6875,0.13333333333333333,0
Research & Development,Laboratory Technician,6472.0,Yes,15.0,55.0,6,3.0,0.6,9,No,40.45,606.75,0.0375,1
Sales,Sales Executive,9610.0,No,5.0,45.0,7,3.0,0.6,4,No,60.0625,300.3125,0.09999999999999999,0
Sales,Manager,19833.0,No,5.0,45.0,7,3.0,0.6,21,No,123.95625,619.78125,0.09999999999999999,0
Human Resources,Human Resources,9756.0,No,5.0,45.0,4,4.0,0.8,5,No,60.975,304.875,0.13333333333333333,0
Research & Development,Research Scientist,4968.0,No,5.0,45.0,5,3.0,0.6,9,No,31.05,155.25,0.09999999999999999,0
Human Resources,Human Resources,2145.0,No,5.0,45.0,4,3.0,0.6,2,No,13.40625,67.03125,0.09999999999999999,0
Human Resources,Human Resources,2180.0,No,5.0,45.0,5,3.0,0.6,4,Yes,13.625,68.125,0.09999999999999999,0
Sales,Sales Executive,8346.0,No,5.0,45.0,3,3.0,0.6,5,No,52.1625,260.8125,0.09999999999999999,0
Research & Development,Research Scientist,3445.0,No,5.0,45.0,5,3.0,0.6,6,No,21.53125,107.65625,0.09999999999999999,0
Sales,Sales Representative,2760.0,No,5.0,45.0,8,3.0,0.6,2,Yes,17.25,86.25,0.09999999999999999,0
Research & Development,Healthcare Representative,6294.0,Yes,15.0,55.0,6,3.0,0.6,3,No,39.3375,590.0625,0.0375,1
Sales,Sales Executive,7140.0,No,5.0,45.0,3,3.0,0.6,7,No,44.625,223.125,0.09999999999999999,0
Research & Development,Research Scientist,2932.0,Yes,15.0,55.0,7,3.0,0.6,5,No,18.325,274.875,0.0375,1
Sales,Sales Executive,5147.0,No,5.0,45.0,8,3.0,0.6,11,No,32.16875,160.84375,0.09999999999999999,0
Sales,Sales Executive,4507.0,No,5.0,45.0,5,3.0,0.6,5,No,28.16875,140.84375,0.09999999999999999,0
Sales,Sales Executive,8564.0,Yes,15.0,55.0,4,4.0,0.8,0,Yes,53.525,802.875,0.05,0
Research & Development,Laboratory Technician,2468.0,No,5.0,45.0,7,3.0,0.6,6,No,15.425,77.125,0.09999999999999999,0
Sales,Sales Executive,8161.0,No,5.0,45.0,3,3.0,0.6,1,Yes,51.00625,255.03125,0.09999999999999999,0
Research & Development,Research Scientist,2109.0,No,5.0,45.0,5,3.0,0.6,1,No,13.18125,65.90625,0.09999999999999999,0
Research & Development,Healthcare Representative,5294.0,No,5.0,45.0,7,3.0,0.6,7,No,33.0875,165.4375,0.09999999999999999,0
Research & Development,Research Scientist,2718.0,No,5.0,45.0,6,3.0,0.6,7,No,16.9875,84.9375,0.09999999999999999,0
Research & Development,Healthcare Representative,5811.0,Yes,15.0,55.0,5,3.0,0.6,1,No,36.31875,544.78125,0.0375,1
Research & Development,Research Scientist,2437.0,Yes,15.0,55.0,8,3.0,0.6,1,Yes,15.23125,228.46875,0.0375,1
Research & Development,Laboratory Technician,2766.0,No,5.0,45.0,7,4.0,0.8,5,No,17.2875,86.4375,0.13333333333333333,0
Research & Development,Research Director,19038.0,No,5.0,45.0,5,3.0,0.6,1,No,118.9875,594.9375,0.09999999999999999,0
Research & Development,Research Scientist,3055.0,No,5.0,45.0,8,3.0,0.6,9,No,19.09375,95.46875,0.09999999999999999,0
Research & Development,Laboratory Technician,2289.0,No,5.0,45.0,7,4.0,0.8,5,No,14.30625,71.53125,0.13333333333333333,0
Sales,Sales Executive,4001.0,Yes,15.0,55.0,3,3.0,0.6,15,No,25.00625,375.09375,0.0375,1
Research & Development,Manufacturing Director,12965.0,Yes,15.0,55.0,6,4.0,0.8,3,No,81.03125,1215.46875,0.05,0
Human Resources,Human Resources,3539.0,No,5.0,45.0,8,3.0,0.6,9,No,22.11875,110.59375,0.09999999999999999,0
Sales,Sales Executive,6029.0,No,5.0,45.0,7,3.0,0.6,2,No,37.68125,188.40625,0.09999999999999999,0
Sales,Sales Representative,2679.0,No,5.0,45.0,4,3.0,0.6,1,Yes,16.74375,83.71875,0.09999999999999999,0
Research & Development,Laboratory Technician,3702.0,No,5.0,45.0,4,3.0,0.6,5,No,23.1375,115.6875,0.09999999999999999,0
Research & Development,Laboratory Technician,2398.0,Yes,15.0,55.0,8,3.0,0.6,1,Yes,14.9875,224.8125,0.0375,1
Sales,Sales Executive,5468.0,No,5.0,45.0,5,3.0,0.6,12,No,34.175,170.875,0.09999999999999999,0
Research & Development,Manager,13116.0,No,5.0,45.0,6,3.0,0.6,2,No,81.975,409.875,0.09999999999999999,0
Sales,Sales Executive,4189.0,No,5.0,45.0,4,3.0,0.6,5,No,26.18125,130.90625,0.09999999999999999,0
Research & Development,Research Director,19328.0,Yes,15.0,55.0,8,3.0,0.6,2,No,120.8,1812.0,0.0375,1
Research & Development,Healthcare Representative,8321.0,Yes,15.0,55.0,7,3.0,0.6,12,No,52.00625,780.09375,0.0375,1
Research & Development,Research Scientist,2342.0,Yes,15.0,55.0,8,3.0,0.6,5,Yes,14.6375,219.5625,0.0375,1
Human Resources,Human Resources,4071.0,No,5.0,45.0,6,3.0,0.6,10,No,25.44375,127.21875,0.09999999999999999,0
Sales,Sales Executive,5813.0,Yes,15.0,55.0,8,3.0,0.6,10,Yes,36.33125,544.96875,0.0375,1
Research & Development,Research Scientist,3143.0,No,5.0,45.0,5,3.0,0.6,10,No,19.64375,98.21875,0.09999999999999999,0
Research & Development,Research Scientist,2044.0,No,5.0,45.0,4,3.0,0.6,5,No,12.775,63.875,0.09999999999999999,0
Research & Development,Research Director,13464.0,No,5.0,45.0,3,4.0,0.8,4,No,84.15,420.75,0.13333333333333333,0
Sales,Sales Executive,7991.0,No,5.0,45.0,4,3.0,0.6,2,No,49.94375,249.71875,0.09999999999999999,0
Research & Development,Laboratory Technician,3377.0,No,5.0,45.0,5,3.0,0.6,4,No,21.10625,105.53125,0.09999999999999999,0
Research & Development,Healthcare Representative,5538.0,No,5.0,45.0,7,3.0,0.6,0,No,34.6125,173.0625,0.09999999999999999,0
Research & Development,Manufacturing Director,5762.0,No,5.0,45.0,5,3.0,0.6,7,No,36.0125,180.0625,0.09999999999999999,0
Human Resources,Human Resources,2592.0,No,5.0,45.0,4,3.0,0.6,11,No,16.2,81.0,0.09999999999999999,0
Research & Development,Laboratory Technician,5346.0,No,5.0,45.0,3,3.0,0.6,7,Yes,33.4125,167.0625,0.09999999999999999,0
Research & Development,Manufacturing Director,4213.0,No,5.0,45.0,6,3.0,0.6,10,Yes,26.33125,131.65625,0.09999999999999999,0
Sales,Sales Executive,4127.0,No,5.0,45.0,3,3.0,0.6,2,No,25.79375,128.96875,0.09999999999999999,0
Research & Development,Research Scientist,2438.0,No,5.0,45.0,3,3.0,0.6,3,No,15.2375,76.1875,0.09999999999999999,0
Research & Development,Healthcare Representative,6870.0,No,5.0,45.0,6,3.0,0.6,3,No,42.9375,214.6875,0.09999999999999999,0
Sales,Sales Executive,10447.0,Yes,15.0,55.0,5,3.0,0.6,22,No,65.29375,979.40625,0.0375,1
Research & Development,Manufacturing Director,9667.0,No,5.0,45.0,5,3.0,0.6,7,No,60.41875,302.09375,0.09999999999999999,0
Human Resources,Human Resources,2148.0,Yes,15.0,55.0,5,3.0,0.6,5,Yes,13.425,201.375,0.0375,1
Research & Development,Healthcare Representative,8926.0,No,5.0,45.0,6,4.0,0.8,9,Yes,55.7875,278.9375,0.13333333333333333,0
Research & Development,Healthcare Representative,6513.0,No,5.0,45.0,4,3.0,0.6,5,No,40.70625,203.53125,0.09999999999999999,0
Sales,Sales Executive,6799.0,No,5.0,45.0,7,4.0,0.8,10,No,42.49375,212.46875,0.13333333333333333,0
Sales,Manager,16291.0,No,5.0,45.0,6,4.0,0.8,16,No,101.81875,509.09375,0.13333333333333333,0
Research & Development,Laboratory Technician,2705.0,No,5.0,45.0,4,3.0,0.6,5,No,16.90625,84.53125,0.09999999999999999,0
Research & Development,Manufacturing Director,10333.0,Yes,15.0,55.0,8,3.0,0.6,22,No,64.58125,968.71875,0.0375,1
Research & Development,Healthcare Representative,4448.0,No,5.0,45.0,8,3.0,0.6,7,No,27.8,139.0,0.09999999999999999,0
Research & Development,Research Scientist,6854.0,No,5.0,45.0,3,3.0,0.6,7,No,42.8375,214.1875,0.09999999999999999,0
Sales,Sales Executive,9637.0,No,5.0,45.0,7,3.0,0.6,3,No,60.23125,301.15625,0.09999999999999999,0
Research & Development,Research Scientist,3591.0,No,5.0,45.0,5,4.0,0.8,3,No,22.44375,112.21875,0.13333333333333333,0
Sales,Sales Representative,5405.0,Yes,15.0,55.0,3,4.0,0.8,4,No,33.78125,506.71875,0.05,0
Sales,Sales Executive,4684.0,No,5.0,45.0,3,3.0,0.6,5,No,29.275,146.375,0.09999999999999999,0
Research & Development,Research Director,15787.0,Yes,15.0,55.0,5,3.0,0.6,2,No,98.66875,1480.03125,0.0375,1
Research & Development,Research Scientist,1514.0,No,5.0,45.0,6,3.0,0.6,0,No,9.4625,47.3125,0.09999999999999999,0
Human Resources,Human Resources,2956.0,No,5.0,45.0,4,3.0,0.6,1,Yes,18.475,92.375,0.09999999999999999,0
Human Resources,Human Resources,2335.0,Yes,15.0,55.0,8,3.0,0.6,2,Yes,14.59375,218.90625,0.0375,1
Sales,Sales Executive,5154.0,No,5.0,45.0,3,4.0,0.8,8,No,32.2125,161.0625,0.13333333333333333,0
Research & Development,Research Scientist,6962.0,Yes,15.0,55.0,3,4.0,0.8,1,No,43.5125,652.6875,0.05,0
Sales,Sales Executive,5675.0,No,5.0,45.0,3,4.0,0.8,7,No,35.46875,177.34375,0.13333333333333333,0
Research & Development,Laboratory Technician,2379.0,Yes,15.0,55.0,5,3.0,0.6,5,No,14.86875,223.03125,0.0375,1
Research & Development,Laboratory Technician,3812.0,No,5.0,45.0,4,3.0,0.6,11,No,23.825,119.125,0.09999999999999999,0
Sales,Sales Executive,4648.0,No,5.0,45.0,3,3.0,0.6,0,No,29.05,145.25,0.09999999999999999,0
Research & Development,Research Scientist,2936.0,No,5.0,45.0,8,4.0,0.8,6,No,18.35,91.75,0.13333333333333333,0
Research & Development,Laboratory Technician,2105.0,No,5.0,45.0,7,3.0,0.6,2,No,13.15625,65.78125,0.09999999999999999,0
Research & Development,Manufacturing Director,8578.0,No,5.0,45.0,3,3.0,0.6,9,No,53.6125,268.0625,0.09999999999999999,0
Human Resources,Human Resources,2706.0,No,5.0,45.0,7,3.0,0.6,3,No,16.9125,84.5625,0.09999999999999999,0
Research & Development,Healthcare Representative,6384.0,No,5.0,45.0,6,3.0,0.6,7,No,39.9,199.5,0.09999999999999999,0
Research & Development,Laboratory Technician,3968.0,No,5.0,45.0,8,3.0,0.6,0,No,24.8,124.0,0.09999999999999999,0
Sales,Sales Executive,9907.0,Yes,15.0,55.0,7,3.0,0.6,2,Yes,61.91875,928.78125,0.0375,1
Sales,Sales Executive,13225.0,No,5.0,45.0,5,3.0,0.6,19,No,82.65625,413.28125,0.09999999999999999,0
Sales,Sales Representative,3540.0,No,5.0,45.0,4,4.0,0.8,9,No,22.125,110.625,0.13333333333333333,0
Human Resources,Human Resources,2804.0,No,5.0,45.0,3,3.0,0.6,1,No,17.525,87.625,0.09999999999999999,0
Research & Development,Manager,19392.0,No,5.0,45.0,3,3.0,0.6,16,No,121.2,606.0,0.09999999999999999,0
Research & Development,Research Director,19665.0,No,5.0,45.0,6,3.0,0.6,22,No,122.90625,614.53125,0.09999999999999999,0
Research & Development,Research Scientist,2439.0,Yes,15.0,55.0,5,4.0,0.8,1,Yes,15.24375,228.65625,0.05,0
Sales,Sales Executive,7314.0,No,5.0,45.0,3,4.0,0.8,8,Yes,45.7125,228.5625,0.13333333333333333,0
Research & Development,Research Scientist,4774.0,No,5.0,45.0,7,3.0,0.6,7,No,29.8375,149.1875,0.09999999999999999,0
Research & Development,Research Scientist,3902.0,No,5.0,45.0,7,3.0,0.6,2,No,24.3875,121.9375,0.09999999999999999,0
Research & Development,Research Scientist,2662.0,No,5.0,45.0,3,4.0,0.8,5,No,16.6375,83.1875,0.13333333333333333,0
Sales,Sales Representative,2856.0,No,5.0,45.0,8,3.0,0.6,1,No,17.85,89.25,0.09999999999999999,0
Sales,Sales Representative,1081.0,No,5.0,45.0,8,3.0,0.6,1,Yes,6.75625,33.78125,0.09999999999999999,0
Research & Development,Research Scientist,2472.0,Yes,15.0,55.0,3,4.0,0.8,1,Yes,15.45,231.75,0.05,0
Sales,Sales Executive,5673.0,Yes,15.0,55.0,5,3.0,0.6,10,No,35.45625,531.84375,0.0375,1
